,,PARTE DE NOVEDADES 23/6/26,NEGLIGENCIAS,,,,,,,,,
ID,Patente,Detalle,Responsable,Situación Actual,Observaciones,Estado,NEGL.,Fecha Ingreso,Columna 10,Columna 11,Columna 12,Columna 13,Fecha  salida
5.0,NTL575,REVISIÓN PARA VTV - REEMPLAZADO,,,,OPERATIVO,,2026-06-19 00:00:00,,,,,
11.0,NTL574,EN TALLER DE PINTURA - REEMPLAZADO,,,,OPERATIVO,,,,,,,
17.0,OGQ096,NO LE ENTRAN LOS CAMBIOS - EN VOLTA,,,,OPERATIVO,,,,,,,
18.0,AB542MQ,CONTROLAR SIN FUERZA,,,,OPERATIVO,,2026-06-22 00:00:00,,,,,
19.0,JEG049,CONTROLAR  CAJA NO ENTRAN LOS CAMBIOS,,,,OPERATIVO,,2026-06-22 00:00:00,,,,,
1.0,HUT007,ACOMODAR INSTALACIÓN ELÉCTRICA,,,,PENDIENTE,,2026-06-18 00:00:00,,,,,2026-06-23 00:00:00
2.0,SKP105,LUCES - REEMPLAZADO,,,,PENDIENTE,,2026-06-17 00:00:00,,,,,
3.0,MLM206,CILINDRO DE PALA - REEMPLAZADO,,,,PENDIENTE,,,,,,,
4.0,PFK197,REPARAR PISO DE FURGÓN (OPERACIÓN ARCOR),,,,PENDIENTE,,,,,,,
6.0,IRG339,REVISIÓN DE MOTOR - REEMPLAZADO,,,,PENDIENTE,,,,,,,
7.0,IOK288,REPARAR PISO DE FURGÓN - REEMPLAZADO,,,,PENDIENTE,,,,,,,
8.0,MLH643,MOTOR EN RECTIFICADORA - REEMPLAZADO,,,,A LA ESPERA DE REPUESTOS,,2026-06-03 00:00:00,,,,,
9.0,CQD 623,SE COMIENZA CON EL ARMADO DEL MOTOR,,,,PENDIENTE,,2026-06-08 00:00:00,,,,,
10.0,LTJ 767,CAMBIAR FURGÓN - REEMPLAZADO,,,,PENDIENTE,,,,,,,
12.0,SOH165,SELLAR TAPA CUBRE MOTOR - REEMPLAZADO,,,,OPERATIVO,,2026-06-18 00:00:00,,,,,
13.0,OKR273,REPARAR FURGON - REEMPLAZADO,,,,PENDIENTE,,2026-06-18 00:00:00,,,,,
14.0,NJI342,REVISION PARA VTV (OPERACIÓN FCA),,,,PENDIENTE,,,,,,,
15.0,AH680JQ,FALLA (SE LIMITA),,,,PENDIENTE,,,,,,,
