,,PARTE DE NOVEDADES 8/5/26,NEGLIGENCIAS,,,,,,,,,
ID,Patente,Detalle,Responsable,Situación Actual,Observaciones,Estado,NEGLIGENCIA,fecha Final,Columna 10,Columna 11,Columna 12,Columna 13
1.0,LVC297,LUCES - CITADO 9HS,,,,CITADO,,,,,,
2.0,NUS780,VENTANILLA CHOFER - CITADO 9HS,,,,CITADO,,,,,,
3.0,MLM206,REVISAR FRENOS - CITADO 10HS,,,,CITADO,,,,,,
4.0,IRG339,REVISAR FALLA (NO ARRANCA) - CITADO 11HS,,,,CITADO,,,,,,
5.0,AF187HE,REVISAR FRENOS TRASEROS - CARGADO,,,,,,,,,,
6.0,AF069SE,REVISIÓN DE MOTOR - REEMPLAZADO,,,,,,,,,,
7.0,AB665RO,TAPA DE CILINDRO - REEMPLAZADO,,,,,,,,,,
8.0,AD998JL,"LIQ DE PALA, REVISAR FRENOS Y LUCES DE FURGÓN - SIGUE DE VIAJE",,,,,,,,,,
9.0,IOK295,LIMPIAPARABRISAS - CARGADO,,,,,,,,,,
10.0,IOK288,REPARAR MARCO DE FURGON Y LUCES - CARGADO,,,,,,,,,,
11.0,NTL576,REVISAR ELÁSTICOS - REEMPLAZADO,,,,,,,,,,
12.0,FVF276,REPARAR PISO - LIBERADO,,,,,,,,,,
13.0,LRH490,REPARACIONES GENERALES (OPERACIÓN NEWSAN),,,,,,,,,,
14.0,SOH165,DIRECCIÓN - REEMPLAZADO,,,,,,,,,,
15.0,MLH 643,REVISIÓN DE MOTOR - REEMPLAZADO,,,,PENDIENTE DE INGRESO,,,,,,
16.0,HJG034,REVISIÓN DE MOTOR - SE DEBE ENVIAR A DOCK SUD (OPERACIÓN FCA),,,,PENDIENTE DE INGRESO,,,,,,
17.0,OKR273,SE ENVIO A REPARAR CAJA DE DIRECCIÓN - REEMPLAZADO,,,,PENDIENTE DE INGRESO,,,,,,
18.0,CQD 623,SE ENVIO MOTOR A RECTIFICADORA,,,,PENDIENTE,,,,,,
19.0,LTJ 767,CAMBIAR FURGÓN - REEMPLAZADO,,,,PENDIENTE,,,,,,
20.0,FNS933,CAMBIAR BATERIAS Y PUESTA EN MARCHA (OPERACIÓN FCA),,,,PENDIENTE,,,,,,
