,AF 069 SA,SE CAMBIÓ MOTOR DE MÁQUINA LEVANTA VIDRIOS DERECHA Y SE CAMBIÓ TECLA LEVANTA VIDRIOS,,,,,,,,,,
,HUT 007,SE COLOCARON GIRO Y LÁMPARA CON PORTALÁMPARAS DERECHO,,,,,,,,,,
,FFG 613,SE POSICIONÓ Y ABULONÓ TAPA DE MOTOR EN CABINA. SE AGREGÓ MANIJA DE PUERTA DERECHA INTERNA,,,,,,,,,,
,NTL 576,SE SOLDÓ PARAGOLPES DELANTERO LADO DERECHO,,,,,,,,,,
,AG 236 CL,SE REPARÓ GANCHO DE PALA,,,,,,,,,,
,EDE 103,SE REPARÓ CAPOT Y SE PINTÓ. SE PINTÓ CABINA,,,,,,,,,,
,AG 449 BX,SE SOLDÓ GANCHO DE PALA,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,LRH 493,SE REPARARON LUCES EN GENERAL,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,AC 880 SQ,"SE AUXILIÓ UNIDAD EN CHACARITA, CAMBIÓ CARBONES DE PALA",,OPERATIVO,,,,,,,,
,LRH 493,SE REPARÓ ALARGUE DE PALA,,,,,,,,,,
,LTJ 767,SE REPARÓ COMANDO DE PALA. SE REMACHÓ PECHO DEL FURGÓN,,,,,,,,,,
,AF 658 QV,SE REPARÓ CILINDRO DE PALA,,,,,,,,,,
,AG 449 BA,SE REPARÓ TRILER ELÉCTRICO,,,,,,,,,,
,MYH 378,SE REPARARON Y COLOCARON BULONES A BISAGRA DE PUERTA DEL FURGÓN,,,,,,,,,,
,EDE 103,"SE CAMBIÓ DEFLECTOR IZQUIERDO (CACHA). SE COLOCÓ PISADERA DE ESTRIBO, SE ENDEREZÓ MARCO DEL VENTILETE IZQUIERDO Y SE COLOCÓ EL MISMO",,,,,,,,,,
,IRG 339,SE REPARÓ SOPORTE DE LA LANZA DEL PORTÓN DEL FURGÓN,,,,,,,,,,
,MLH 643,"SE SOLDÓ BISAGRA AL MARCO DE LA PUERTA, SE AJUSTARON Y AGREGARON BULONES Y TUERCAS A BISAGRAS Y LANZA DEL PORTÓN TRASERO",,,,,,,,,,
,AF 848 GD,SE SOLDÓ PARAGOLPE TRASERO IZQUIERDO,,,,,,,,,,
,LRH 491,SE REPARÓ PUNTERA Y PECHO DEL FURGÓN,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,AB 542 MU,REPARÓ CORTO EN COMANDO DE PALA,,,,,,,,,,
,LQX 549,COLOCÓ GUIROS DELANTEROS,,,,,,,,,,
,LRH 492,COLOCÓ JOYSTICK DE PALA,,,,,,,,,,
,NWC 197,"COLOCÓ ARRANQUE. SE AUXILIÓ UNIDAD, SE REPARÓ COMANDO DE PALA",,,,,,,,,,
,LRH 491,SE REPARARON LUCES EN GENERAL. SE REPARÓ CILINDRO DE PALA Y SE SOLDÓ PARAGOLPES TRASERO,,,,,,,,,,
,AF 948 RV,SE CAMBIÓ 1 BATERÍA,,,,,,,,,,
,AG 236 CL,SE AUXILIÓ UNIDAD EN VILLA BOSCH,,,,,,,,,,
,AF 658 QW,SE AUXILIÓ UNIDAD EN CD 514,,,,,,,,,,
,AC 880 ST,SE REPARARON LUCES EN GENERAL. SE COLOCÓ PARAGOPES TRASERO PARA VTV. SE COLOCARON CALCOS DE SENASA,,,,,,,,,,
,FVF 276,SE SOLDARON Y REPARARON TRABAS DE PUERTAS TRASERAS ,,,,,,,,,,
,LVC 293,SE REPARÓ PARAGOLPES TRASERO. SE SOLDÓ BISAGRA DE PORTÓN DEL FURGÓN,,,,,,,,,,
,CQD 623,SE REPARÓ Y PINTÓ PARAGOLPES DELANTERO,,,,,,,,,,
,AB 542 MQ,"SE REPARÓ FILTRACIÓN EN CABINA, SE SELLÓ TECHO Y MARCO DE PARABRISAS, SE COLOCARON SOPORTES Y VISERA. SE ENDEREZÓ Y SOLDÓ GUARDABARROS TRASERO",,,,,,,,,,
,STOCK,SE REPARÓ Y PINTÓ PUNTERA DE PARAGOLPES DE IVECO MODELO NUEVO,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,LVC 297,"SE CAMBIÓ CERRADURA INTERNA DERECHA, SE AJUSTÓ Y ABULONÓ CAPOT. SE ENDEREZÓ PARAGOLPES TRASERO",,,,,,,,,,
,AE 939 YH (ALSEA),SE SOLDÓ PUENTE DE PALA-FURGÓN,,,,,,,,,,
,NUS 780,SE REPARÓ MÁQUINA LEVANTA VIDRIO IZQUIERDA,,,,,,,,,,
,AF 069 SC,SE SOLDÓ BAJADA DERECHA DE PARAGOLPES,,,,,,,,,,
,NJC 447,SE SELLÓ TECHO Y SE COLOCÓ BAJADA DE PARAGOLPES TRASERO NUEVO,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,OIL 690,SE COLOCÓ CHAPA ARRIBA,,,,,,,,,,
,AE 867 GD,"SE SOLDARON PALA Y BISAGRAS DE PALA, SE COLOCARON BABEROS DELANTEROS. SE REVISÓ PALA PARA VTV",,,,,,,,,,
,LVC 297,SE REPARÓ BARRAL,,,,,,,,,,
,AG 160 LE,SE CAMBIARON BABEROS TRASEROS Y SE SOLDÓ PERNO CILINDRO. REPARÓ CILINDRO DE PIVOTEO. SE CONTROLARON LUCES EN GENERAL,,,,,,,,,,
,IRG 335,SE COLOCÓ JOYSTICK DE PALA,,,,,,,,,,
,MKC 780,SE CAMBIÓ ALTERNADOR,,,,,,,,,,
,IOK 288,SE CONTROLARON LUCES EN GENERAL Y SE REPARÓ CORTOCIRCUITO,,,,,,,,,,
,MLH 644,SE CONTROLARON LUCES EN GENERAL Y SE CAMBIÓ TECLA DE PALA,,,,,,,,,,
,AG 236 CL,SE CONTROLARON LUCES EN GENERAL,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,
,LQX 549,SE REVISÓ PARA VTV,,,,,,,,,,
,CQD 623,SE REVISÓ PARA VTV,,,,,,,,,,
,NCW 223,SE REVISÓ PARA VTV,,,,,,,,,,
,AB 665 RO,SE REPARÓ PUNTERA DE FURGÓN Y ESTRIBO LADO IZQUIERDO,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,MLM 206,"SE AUXILIÓ UNIDAD, SE REPARÓ RULEMAN DE PUENTE DE CARDAN",,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,AF 364 TC,SE SOLDÓ SOPORTE DEL LADO DERECHO,,,,,,,,,,
,JEG 049,SE REPARARON ESTRIBO Y GUARDABARROS DERECHO,,,,,,,,,,
,IOK 288,"SE SOLDÓ BAJADA DE PARAGOLPES TRASERO, SE FABRICÓ Y ENTREGÓ TRABA COMBIS. SE SACÓ ESCALERA DE PUERTA LATERAL DEL FURGÓN ",,,,,,,,,,
,OHH 650,"SE REPARARON PISO, ZÓCALOS Y PUERTAS DEL FURGÓN ",,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,AB 665 RR,REPARÓ CORTO EN LIMPIAPARABRISAS,,,,,,,,,,
,AAZ 838,SE REPARARON ELÁSTICOS DEL PRIMER EJE. SE REPARARON LUCES EN GENERAL. SE CAMBIÓ ACRILICO,,,,,,,,,,
,LRH 491,SE CAMBIÓ BOMBA DE PALA. SE ORDENÓ INSTALACIÓN ELÉCTRICA DE PALA,,,,,,,,,,
,IOK 286,REPARÓ CORTO EN COMANDO DE PALA,,,,,,,,,,
,AF 590 MQ,SE COMPLETARON LUCES EN GENERAL,,,,,,,,,,
,PEG 316,SE CAMBIARON 3 BORNES DE BATERÍA,,,,,,,,,,
,IOK 288,SE REPARÓ CORTO EN GIROS,,,,,,,,,,
,AG 236 CL,SE CAMBIARON LÁMPARAS QUEMADAS,,,,,,,,,,
,AG 236 CC,SE CAMBIARON LÁMPARAS QUEMADAS,,,,,,,,,,
,AG 296 PS,SE CAMBIÓ FICHA DE LUCES BAJAS,,,,,,,,,,
,AF 658 QV,SE CAMBIARON LÁMPARAS QUEMADAS,,,,,,,,,,
,AF 948 RV,SE CAMBIARON LÁMPARAS QUEMADAS,,,,,,,,,,
,AB 542 MQ,SE CAMBIARON CUBIERTAS,,,,,,,,,,
,AD 702 UW,SE CAMBIÓ PUENTE DE CARDAN,,,,,,,,,,
,AH 160 LH,SE REPARARON BISAGRAS DE PUERTAS TRASERAS Y MARCO DE PUERTA LATERAL,,,,,,,,,,
,BKJ 239,SE SOLDÓ PISO,,,,,,,,,,
,AF 633 HM (TRYLON),SE FABRICÓ ,,,,,,,,,,
,,,,,,,,,,,,
,NKX 990,SE PARCHÓ LONA,,,,,,,,,,
,AD 702 UW,SE REPARÓ MÁQUINA LEVANTAVIDRIOS IZQUIERDA,,,,,,,,,,
,KPM 587,SE COLOCARON 4 BABEROS Y SE SOLDARON SOPORTES DE CAÑOS,,,,,,,,,,
,AH 808 PG,SE POSICIONÓ PLATO DE ANCLAJE DE SEMI,,,,,,,,,,
,AG 296 PW,SE COLOCARON BULONES Y AJUSTARON ÓPTICAS. SE CAMBIARON FUSIBLES QUEMADOS DE LAS LUCES REGLAMENTARIAS Y BALIZAS. SE CONTROLÓ BOCINA,,,,,,,,,,
,AE 281 JU (LTN),"SE PINTÓ CHASIS COMPLETO, SE COLOCÓ PANEL DE PUERTA Y PLÁSTICOS BAJO TABLERO SUELTOS",,,,,,,,,,
,AG 372 ME,SE REMACHÓ CHAPA DE PUERTA TRASERA,,,,,,,,,,
,AD 667 MO (DOCK SUD),SE REPARÓ CABLE DE LUZ DE STOP,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,MLM 206,SE FABRIO PUENTE DE PALA,,,,,,,,,,
,OJW 761,"SE CAMBIO FILTRO DE GASIOL TRAMPA DE AGUA SE COLOCO PUENTE EN FURGON, SE COLOCÓ SOPORTE DE BATERIA",,,,,,,,,,
,PEG 316,SE NIVELO FLUIDOS,,,,,,,,,,
,FVF 276,SE REGULO FRENOS,,,,,,,,,,
,AG 504 NC,"SE COLOCO 4 CUBIERTAS NUEVAS, SE ALINEARON EJES, SE REGULÓ FRENOS",,,,,,,,,,
,AF 833 CZ,LIMPIEZA DE RADIADORES Y SER COLOCÓ TREN DELANTERO,,,,,,,,,,
,AF 364 TD,"LIMPIEZA DE RADIADORES , SE NIVELO FLUIDOS",,,,,,,,,,
,PGI 661,"SE AJUSTARON GRAMPRAS DE ELASTCO DE SEGUNDO EJE, SE REGUO FRENOS",,,,,,,,,,
,IOK 286,SE NIVELO FLUIDOS,,,,,,,,,,
,AD 998 JL,SE REGULO ACEITE DE PALA,,,,,,,,,,
,AC 880 ST,SE SOLDO PARAGOLPE TRASERO ,,,,,,,,,,
,AF 187 HE,SE SOLDARON PERNOS DE PALA,,,,,,,,,,
,AF 658 QW,SE COLOCO PARAGOLPES TRASERO,,,,,,,,,,
,AG 236 CL,SE COLOCARON ENGANCHES DE PALA,,,,,,,,,,
,AG 160 LE,SE SOLDARON Y LUBRICARON PERNOS DE PALA,,,,,,,,,,
,LRH 492,SE REPARARON LUCES,,,,,,,,,,
,AF 848 GD,SE CAMBIO BOMBA DE PALA,,,,,,,,,,
,PGI 664,SE REPARO ALTERNADOR,,,,,,,,,,
,AD 702 UW,SE REPARO LUCES,,,,,,,,,,
