10.0,FNS933,CONTROLAR BATERÍAS Y PUESTA EN MARCHA,,,,PENDIENTE,,,,,,
11.0,MHS457,REPARAR INSTALACIÓN ELÉCTRICA DE LA FUSILERA - REEMPLAZADO,,,,PENDIENTE,,,,,,
12.0,JEG049,REVISIÓN PARA VTV Y FALLA - REEMPLAZADO,,,,PENDIENTE,,,,,,
13.0,FVF276,REPARAR PISO - LIBERADO,,,,PENDIENTE,,,,,,
15.0,AG372MF,EN PROCESO DE DESARME PARA ENVIAR A RECTIFICADORA,,,,PENDIENTE,,,,,,
16.0,OGQ096,CAJA Y ARRANQUE,,,,PENDIENTE,,,,,,
17.0,PGI661,REPARAR PISO (OPERACIÓN FCA),,,,PENDIENTE,,,,,,
20.0,AF833CZ,"REVISAR ESPEJO, VENTILETE Y PUERTA IZQUIERDA (UNIDAD SINIESTRADA)",,,,PENDIENTE,,,,,,
21.0,AG504NC,LUCES Y CONTROLAR CUBIERTAS,,,,PENDIENTE,,,,,,
23.0,MLH644,REVISAR PERDIDA DE AGUA,,,,PENDIENTE,,,,,,
24.0,AF975OU,NIVELAR PALA Y REPARAR TRABAS DE PUERTA DE FURGÓN,,,,PENDIENTE,,,,,,
1900-01-25 00:00:00,AH964MM,RUEDA TRASERA REVENTADA,,,,PENDIENTE,,,,,,
1900-01-26 00:00:00,NTW678,CONTROLAR PALA (NO SUBE NI PIVOTEA),,,,PENDIENTE,,,,,,
1900-01-27 00:00:00,AB665RO,LUCES,,,,PENDIENTE,,,,,,
1900-01-28 00:00:00,LRH490,REPARACIONES GENERALES (OPERACIÓN NEWSAN),,,,PENDIENTE,,,,,,
1900-01-29 00:00:00,LTJ 767,CAMBIAR FURGÓN (REEMPLAZADO),,,,PENDIENTE DE INGRESO,,,,,,
1900-01-30 00:00:00,CQD 623,REVISION DE MOTOR - REEMPLAZADO,,,,PENDIENTE DE INGRESO,,,,,,
1900-01-31 00:00:00,NTL 574,ARMADO DE MOTOR - REEMPLAZADO,,,,A LA ESPERA DE REPUESTOS,,,,,,
1900-02-01 00:00:00,PEG 324,MOTOR EN RECTIFICADORA (OPERACIÓN ARCOR),,,,PENDIENTE DE INGRESO,,,,,,
1900-02-02 00:00:00,FFG 613,JUNTA DE TAPA DE CILINDRO SOPLADA (OPERACIÓN FCA),,,,PENDIENTE DE INGRESO,,,,,,
1900-02-03 00:00:00,NJI 342,REVISION PARA VTV (OPERACIÓN FCA),,,,PENDIENTE DE INGRESO,,,,,,
1900-02-04 00:00:00,IRZ 953,"FALLA ELECTRICA, EN IVECAM ESTEBAN ECHEVERRIA - REEMPLAZADO",,,,TALLERES EXTERNOS,,,,,,
1900-02-05 00:00:00,AF 590 MQ,MOTOR EN TALLER IVECAM ECHEVERRIA (OPERACIÓN FCA),,,,TALLERES EXTERNOS,,,,,,
1900-02-06 00:00:00,AG 087 SP,EN TALLER DOCK SUD CAMBIO DE CABINA (OPERACIÓN ALSEA),,,,TALLERES EXTERNOS,,,,,,
,AD 741 ZO ,SE AUXILIÓ UNIDAD. EMBRAGUE ROTO,,,,PENDIENTE,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,CQD 623,"AUXILIO EN SAN ISIDRO, PROBLEMA DE COMBUSTIBLE",,OPERATIVO,,,,,,,,
,MLM 206,"AUXILIO EN PALERMO, PROBLEMA DE PALA",,OPERATIVO,,,,,,,,
