,,PARTE DE NOVEDADES 11/07/26,NEGLIGENCIAS,,,,,,,,,
Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14
1.0,IRG339,SE REALIZA CAMBIO DE AROS Y METALES - REEMPLAZADO,,,,PENDIENTE,,2026-07-02 00:00:00,,,,,
2,MLH643,MOTOR EN RECTIFICADORA - REEMPLAZADO,,,,A LA ESPERA DE REPUESTOS,,2026-06-03 00:00:00,,,,,
3,CQD 623,EN TALLER DE PINTURA.,,,,PENDIENTE,,2026-06-08 00:00:00,,,,,
4,LTJ 767,CAMBIAR FURGÓN - REEMPLAZADO,,,,PENDIENTE,,,,,,,
5,NDE808,MOTOR SE DEVE ENVIAR A DS,,,,PENDIENTE,,2026-07-07 00:00:00,,,,,
6,MYH381,REPARACION DE PISO Y FURGON,,,,PENDIENTE DE INGRESO,,,,,,,
7,IRZ953,REVISAR FALLA,,,,PENDIENTE,,2026-07-08 00:00:00,,,,,
8,OGQ099,CONTROLAR  INYECTORES (SE PIDIERON A DS),,,,PENDIENTE,,2026-07-08 00:00:00,,,,,
9,AD702UW,"REVISAR LUCES DELANTERAS, REPARAR TRABA COMBIS",,,,PENDIENTE,,2026-07-10 00:00:00,,,,,
10,OBI942,SE ESTA REPARANDO EL FURGON ,,,,PENDIENTE,,2026-07-08 00:00:00,,,,,
11,PEG324,SE REPARO BOMBA DE DIRECCION HIDRAULICA.,,,,OPERATIVO,,2026-07-10 00:00:00,,,,,2026-07-10 00:00:00
12,NUS780,"REVISAR CITAS DE FRENO,SOLDAR ESCAPE, AJUSTAR ESPEJOS Y PARAGOLPES",,,,OPERATIVO,,,,,,,
13,NTL576,CAMBIO DE ELECTROVALVULA ,,,,OPERATIVO,,,,,,,
14,OGI195,REVISAR EMBRAGUE ( SE CAMBIO GOBERNADORA),,,,OPERATIVO,,,,,,,
15,IRG318,REVISION PARA VTV,,,,PENDIENTE,,,,,,,
16,AD959RL,CONTROLAR PALANCA DE CAMBIOS,,,,PENDIENTE,,,,,,,
17,MHS457,REPARA LA DIRECCION,,,,PENDIENTE,,,,,,,
18,AB665RO,CAMBIO DE RUEDA (ROMPIO UNA LLANTA) - CITADO 11:00HS,,,,OPERATIVO,,,,,,,
